Vendor,SystemName,Chips,CoresPer Chip,M Value,M Value Per Core,Published Date
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 20CPU x 1Cores, .46GHz)",20,1,90800,"4,540",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 21CPU x 1Cores, .34GHz, L3 4MB)",21,1,64900,"3,090",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 21CPU x 1Cores, .40GHz, L3 4MB)",21,1,77900,"3,710",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 21CPU x 1Cores, .40GHz, L3 8MB)",21,1,86900,"4,138",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 21CPU x 1Cores, .46GHz)",21,1,94700,"4,510",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 22CPU x 1Cores, .34GHz, L3 4MB)",22,1,67400,"3,064",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 22CPU x 1Cores, .40GHz, L3 4MB)",22,1,81000,"3,682",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 22CPU x 1Cores, .40GHz, L3 8MB)",22,1,90500,"4,114",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 22CPU x 1Cores, .46GHz)",22,1,98500,"4,477",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 23CPU x 1Cores, .34GHz, L3 4MB)",23,1,69900,"3,039",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 23CPU x 1Cores, .40GHz, L3 4MB)",23,1,84000,"3,652",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 23CPU x 1Cores, .40GHz, L3 8MB)",23,1,94000,"4,087",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 23CPU x 1Cores, .46GHz)",23,1,102000,"4,435",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 24CPU x 1Cores, .34GHz, L3 4MB)",24,1,72300,"3,013",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 24CPU x 1Cores, .40GHz, L3 4MB)",24,1,87000,"3,625",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 24CPU x 1Cores, .40GHz, L3 8MB)",24,1,97500,"4,063",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 24CPU x 1Cores, .46GHz)",24,1,106000,"4,417",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 25CPU x 1Cores, .34GHz, L3 4MB)",25,1,74700,"2,988",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 25CPU x 1Cores, .40GHz, L3 4MB)",25,1,89900,"3,596",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 25CPU x 1Cores, .40GHz, L3 8MB)",25,1,101000,"4,040",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 25CPU x 1Cores, .46GHz)",25,1,110000,"4,400",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 26CPU x 1Cores, .34GHz, L3 4MB)",26,1,77000,"2,962",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 26CPU x 1Cores, .40GHz, L3 4MB)",26,1,92800,"3,569",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 26CPU x 1Cores, .40GHz, L3 8MB)",26,1,104000,"4,000",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 26CPU x 1Cores, .46GHz)",26,1,113000,"4,346",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 27CPU x 1Cores, .34GHz, L3 4MB)",27,1,79300,"2,937",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 27CPU x 1Cores, .40GHz, L3 4MB)",27,1,95700,"3,544",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 27CPU x 1Cores, .40GHz, L3 8MB)",27,1,108000,"4,000",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 27CPU x 1Cores, .46GHz)",27,1,117000,"4,333",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 28CPU x 1Cores, .34GHz, L3 4MB)",28,1,81600,"2,914",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 28CPU x 1Cores, .40GHz, L3 4MB)",28,1,98500,"3,518",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 28CPU x 1Cores, .40GHz, L3 8MB)",28,1,111000,"3,964",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 28CPU x 1Cores, .46GHz)",28,1,121000,"4,321",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 29CPU x 1Cores, .34GHz, L3 4MB)",29,1,83800,"2,890",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 29CPU x 1Cores, .40GHz, L3 4MB)",29,1,101000,"3,483",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 29CPU x 1Cores, .40GHz, L3 8MB)",29,1,114000,"3,931",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 29CPU x 1Cores, .46GHz)",29,1,124000,"4,276",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 2CPU x 1Cores, .34GHz, L3 4MB)",2,1,7300,"3,650",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 2CPU x 1Cores, .40GHz, L3 4MB)",2,1,8600,"4,300",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 2CPU x 1Cores, .40GHz, L3 8MB)",2,1,9340,"4,670",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 2CPU x 1Cores, .46GHz)",2,1,10300,"5,150",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 30CPU x 1Cores, .34GHz, L3 4MB)",30,1,86000,"2,867",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 30CPU x 1Cores, .40GHz, L3 4MB)",30,1,104000,"3,467",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 30CPU x 1Cores, .40GHz, L3 8MB)",30,1,117000,"3,900",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 30CPU x 1Cores, .46GHz)",30,1,127000,"4,233",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 3CPU x 1Cores, .34GHz, L3 4MB)",3,1,10900,"3,633",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 3CPU x 1Cores, .40GHz, L3 4MB)",3,1,12800,"4,267",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 3CPU x 1Cores, .40GHz, L3 8MB)",3,1,13900,"4,633",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 3CPU x 1Cores, .46GHz)",3,1,15300,"5,100",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 4CPU x 1Cores, .34GHz, L3 4MB)",4,1,14300,"3,575",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 4CPU x 1Cores, .40GHz, L3 4MB)",4,1,16900,"4,225",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 4CPU x 1Cores, .40GHz, L3 8MB)",4,1,18400,"4,600",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 4CPU x 1Cores, .46GHz)",4,1,20300,"5,075",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 5CPU x 1Cores, .34GHz, L3 4MB)",5,1,17800,"3,560",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 5CPU x 1Cores, .40GHz, L3 4MB)",5,1,21000,"4,200",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 5CPU x 1Cores, .40GHz, L3 8MB)",5,1,22900,"4,580",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 5CPU x 1Cores, .46GHz)",5,1,25100,"5,020",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 6CPU x 1Cores, .34GHz, L3 4MB)",6,1,21100,"3,517",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 6CPU x 1Cores, .40GHz, L3 4MB)",6,1,25000,"4,167",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 6CPU x 1Cores, .40GHz, L3 8MB)",6,1,27300,"4,550",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 6CPU x 1Cores, .46GHz)",6,1,30000,"5,000",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 7CPU x 1Cores, .34GHz, L3 4MB)",7,1,24400,"3,486",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 7CPU x 1Cores, .40GHz, L3 4MB)",7,1,28900,"4,129",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 7CPU x 1Cores, .40GHz, L3 8MB)",7,1,31700,"4,529",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 7CPU x 1Cores, .46GHz)",7,1,34700,"4,957",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 8CPU x 1Cores, .34GHz, L3 4MB)",8,1,27700,"3,463",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 8CPU x 1Cores, .40GHz, L3 4MB)",8,1,32800,"4,100",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 8CPU x 1Cores, .40GHz, L3 8MB)",8,1,36000,"4,500",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 8CPU x 1Cores, .46GHz)",8,1,39400,"4,925",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 9CPU x 1Cores, .34GHz, L3 4MB)",9,1,30900,"3,433",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 9CPU x 1Cores, .40GHz, L3 4MB)",9,1,36600,"4,067",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 9CPU x 1Cores, .40GHz, L3 8MB)",9,1,40200,"4,467",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Enterprise 6500 (UltraSPARC II, 9CPU x 1Cores, .46GHz)",9,1,44000,"4,889",01-Apr-98
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 10CPU x 1Cores, .90GHz)",10,1,77900,"7,790",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 10CPU x 1Cores, 1.05GHz)",10,1,86900,"8,690",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 10CPU x 1Cores, 1.20GHz)",10,1,93800,"9,380",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 11CPU x 1Cores, .90GHz)",11,1,85400,"7,764",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 11CPU x 1Cores, 1.05GHz)",11,1,95200,"8,655",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 11CPU x 1Cores, 1.20GHz)",11,1,103000,"9,364",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 12CPU x 1Cores, .90GHz)",12,1,92800,"7,733",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 12CPU x 1Cores, 1.05GHz)",12,1,103000,"8,583",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 12CPU x 1Cores, 1.20GHz)",12,1,112000,"9,333",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 13CPU x 1Cores, .90GHz)",13,1,100000,"7,692",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 13CPU x 1Cores, 1.05GHz)",13,1,112000,"8,615",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 13CPU x 1Cores, 1.20GHz)",13,1,121000,"9,308",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 14CPU x 1Cores, .90GHz)",14,1,107000,"7,643",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 14CPU x 1Cores, 1.05GHz)",14,1,120000,"8,571",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 14CPU x 1Cores, 1.20GHz)",14,1,129000,"9,214",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 15CPU x 1Cores, .90GHz)",15,1,115000,"7,667",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 15CPU x 1Cores, 1.05GHz)",15,1,128000,"8,533",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 15CPU x 1Cores, 1.20GHz)",15,1,138000,"9,200",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 16CPU x 1Cores, .90GHz)",16,1,122000,"7,625",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 16CPU x 1Cores, 1.05GHz)",16,1,136000,"8,500",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 16CPU x 1Cores, 1.20GHz)",16,1,147000,"9,188",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 17CPU x 1Cores, .90GHz)",17,1,129000,"7,588",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 17CPU x 1Cores, 1.05GHz)",17,1,144000,"8,471",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 17CPU x 1Cores, 1.20GHz)",17,1,155000,"9,118",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 18CPU x 1Cores, .90GHz)",18,1,136000,"7,556",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 18CPU x 1Cores, 1.05GHz)",18,1,152000,"8,444",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 18CPU x 1Cores, 1.20GHz)",18,1,164000,"9,111",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 19CPU x 1Cores, .90GHz)",19,1,143000,"7,526",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 19CPU x 1Cores, 1.05GHz)",19,1,159000,"8,368",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 19CPU x 1Cores, 1.20GHz)",19,1,172000,"9,053",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 1CPU x 1Cores, .90GHz)",1,1,8080,"8,080",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 1CPU x 1Cores, 1.05GHz)",1,1,9010,"9,010",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 1CPU x 1Cores, 1.20GHz)",1,1,9730,"9,730",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 20CPU x 1Cores, .90GHz)",20,1,150000,"7,500",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 20CPU x 1Cores, 1.05GHz)",20,1,167000,"8,350",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 20CPU x 1Cores, 1.20GHz)",20,1,180000,"9,000",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 21CPU x 1Cores, .90GHz)",21,1,157000,"7,476",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 21CPU x 1Cores, 1.05GHz)",21,1,175000,"8,333",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 21CPU x 1Cores, 1.20GHz)",21,1,189000,"9,000",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 22CPU x 1Cores, .90GHz)",22,1,164000,"7,455",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 22CPU x 1Cores, 1.05GHz)",22,1,182000,"8,273",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 22CPU x 1Cores, 1.20GHz)",22,1,197000,"8,955",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 23CPU x 1Cores, .90GHz)",23,1,170000,"7,391",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 23CPU x 1Cores, 1.05GHz)",23,1,190000,"8,261",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 23CPU x 1Cores, 1.20GHz)",23,1,205000,"8,913",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 24CPU x 1Cores, .90GHz)",24,1,177000,"7,375",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 24CPU x 1Cores, 1.05GHz)",24,1,197000,"8,208",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 24CPU x 1Cores, 1.20GHz)",24,1,213000,"8,875",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 25CPU x 1Cores, .90GHz)",25,1,184000,"7,360",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 25CPU x 1Cores, 1.05GHz)",25,1,205000,"8,200",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 25CPU x 1Cores, 1.20GHz)",25,1,221000,"8,840",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 26CPU x 1Cores, .90GHz)",26,1,190000,"7,308",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 26CPU x 1Cores, 1.05GHz)",26,1,212000,"8,154",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 26CPU x 1Cores, 1.20GHz)",26,1,229000,"8,808",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 27CPU x 1Cores, .90GHz)",27,1,197000,"7,296",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 27CPU x 1Cores, 1.05GHz)",27,1,219000,"8,111",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 27CPU x 1Cores, 1.20GHz)",27,1,237000,"8,778",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 28CPU x 1Cores, .90GHz)",28,1,203000,"7,250",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 28CPU x 1Cores, 1.05GHz)",28,1,227000,"8,107",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 28CPU x 1Cores, 1.20GHz)",28,1,245000,"8,750",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 29CPU x 1Cores, .90GHz)",29,1,210000,"7,241",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 29CPU x 1Cores, 1.05GHz)",29,1,234000,"8,069",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 29CPU x 1Cores, 1.20GHz)",29,1,253000,"8,724",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 2CPU x 1Cores, .90GHz)",2,1,16100,"8,050",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 2CPU x 1Cores, 1.05GHz)",2,1,17900,"8,950",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 2CPU x 1Cores, 1.20GHz)",2,1,19400,"9,700",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 30CPU x 1Cores, .90GHz)",30,1,216000,"7,200",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 30CPU x 1Cores, 1.05GHz)",30,1,241000,"8,033",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 30CPU x 1Cores, 1.20GHz)",30,1,260000,"8,667",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 31CPU x 1Cores, .90GHz)",31,1,223000,"7,194",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 31CPU x 1Cores, 1.05GHz)",31,1,248000,"8,000",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 31CPU x 1Cores, 1.20GHz)",31,1,268000,"8,645",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 32CPU x 1Cores, .90GHz)",32,1,229000,"7,156",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 32CPU x 1Cores, 1.05GHz)",32,1,255000,"7,969",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 32CPU x 1Cores, 1.20GHz)",32,1,276000,"8,625",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 33CPU x 1Cores, .90GHz)",33,1,235000,"7,121",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 33CPU x 1Cores, 1.05GHz)",33,1,262000,"7,939",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 33CPU x 1Cores, 1.20GHz)",33,1,283000,"8,576",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 34CPU x 1Cores, .90GHz)",34,1,241000,"7,088",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 34CPU x 1Cores, 1.05GHz)",34,1,269000,"7,912",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 34CPU x 1Cores, 1.20GHz)",34,1,291000,"8,559",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 35CPU x 1Cores, .90GHz)",35,1,247000,"7,057",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 35CPU x 1Cores, 1.05GHz)",35,1,276000,"7,886",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 35CPU x 1Cores, 1.20GHz)",35,1,298000,"8,514",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 36CPU x 1Cores, .90GHz)",36,1,254000,"7,056",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 36CPU x 1Cores, 1.05GHz)",36,1,283000,"7,861",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 36CPU x 1Cores, 1.20GHz)",36,1,305000,"8,472",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 37CPU x 1Cores, .90GHz)",37,1,260000,"7,027",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 37CPU x 1Cores, 1.05GHz)",37,1,289000,"7,811",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 37CPU x 1Cores, 1.20GHz)",37,1,313000,"8,459",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 38CPU x 1Cores, .90GHz)",38,1,266000,"7,000",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 38CPU x 1Cores, 1.05GHz)",38,1,296000,"7,789",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 38CPU x 1Cores, 1.20GHz)",38,1,320000,"8,421",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 39CPU x 1Cores, .90GHz)",39,1,272000,"6,974",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 39CPU x 1Cores, 1.05GHz)",39,1,303000,"7,769",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 39CPU x 1Cores, 1.20GHz)",39,1,327000,"8,385",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 3CPU x 1Cores, .90GHz)",3,1,24000,"8,000",01-Apr-02
Sun Microsystems,"Sun Microsystems - Sun Fire 12K (UltraSPARC III, 3CPU x 1Cores, 1.05GHz)",3,1,26800,"8,933",01-Apr-02
